,antecedents,consequents
872,"[""bigsean_idon'tfuckwithyou"", 'raesremmurd_comegether']","['bigsean_light', 'merlehaggard&thestrangers_kentuckygambler']"
873,"[""bigsean_idon'tfuckwithyou"", 'merlehaggard&thestrangers_kentuckygambler']","['bigsean_light', 'raesremmurd_comegether']"
874,"['raesremmurd_comegether', 'merlehaggard&thestrangers_kentuckygambler']","['bigsean_light', ""bigsean_idon'tfuckwithyou""]"
875,"['bigsean_light', 'oscarisaac_green', 'joségonzález_downtheline']",['leonbridges_cominghome']
876,"['bigsean_light', 'oscarisaac_green', 'leonbridges_cominghome']",['joségonzález_downtheline']
877,"['bigsean_light', 'joségonzález_downtheline', 'leonbridges_cominghome']",['oscarisaac_green']
878,"['oscarisaac_green', 'joségonzález_downtheline', 'leonbridges_cominghome']",['bigsean_light']
879,"['bigsean_light', 'oscarisaac_green']","['joségonzález_downtheline', 'leonbridges_cominghome']"
880,"['bigsean_light', 'joségonzález_downtheline']","['oscarisaac_green', 'leonbridges_cominghome']"
881,"['bigsean_light', 'leonbridges_cominghome']","['oscarisaac_green', 'joségonzález_downtheline']"
882,"['oscarisaac_green', 'joségonzález_downtheline']","['bigsean_light', 'leonbridges_cominghome']"
883,"['bigsean_light', 'joségonzález_downtheline', 'kaleo_alltheprettygirls']",['leonbridges_cominghome']
884,"['bigsean_light', 'joségonzález_downtheline', 'leonbridges_cominghome']",['kaleo_alltheprettygirls']
885,"['bigsean_light', 'kaleo_alltheprettygirls', 'leonbridges_cominghome']",['joségonzález_downtheline']
886,"['joségonzález_downtheline', 'kaleo_alltheprettygirls', 'leonbridges_cominghome']",['bigsean_light']
887,"['bigsean_light', 'joségonzález_downtheline']","['kaleo_alltheprettygirls', 'leonbridges_cominghome']"
888,"['bigsean_light', 'leonbridges_cominghome']","['joségonzález_downtheline', 'kaleo_alltheprettygirls']"
889,"['joségonzález_downtheline', 'kaleo_alltheprettygirls']","['bigsean_light', 'leonbridges_cominghome']"
890,"['bigsean_light', 'joségonzález_downtheline', 'mileycyrus_fu']",['leonbridges_cominghome']
891,"['bigsean_light', 'joségonzález_downtheline', 'leonbridges_cominghome']",['mileycyrus_fu']
892,"['bigsean_light', 'mileycyrus_fu', 'leonbridges_cominghome']",['joségonzález_downtheline']
893,"['joségonzález_downtheline', 'mileycyrus_fu', 'leonbridges_cominghome']",['bigsean_light']
894,"['bigsean_light', 'joségonzález_downtheline']","['mileycyrus_fu', 'leonbridges_cominghome']"
895,"['bigsean_light', 'leonbridges_cominghome']","['joségonzález_downtheline', 'mileycyrus_fu']"
896,"['mileycyrus_fu', 'leonbridges_cominghome']","['bigsean_light', 'joségonzález_downtheline']"
897,"['kipmoore_beermoney', 'oscarisaac_green', 'bigsean_light']",['mileycyrus_fu']
898,"['kipmoore_beermoney', 'oscarisaac_green', 'mileycyrus_fu']",['bigsean_light']
899,"['kipmoore_beermoney', 'bigsean_light', 'mileycyrus_fu']",['oscarisaac_green']
900,"['bigsean_light', 'oscarisaac_green', 'mileycyrus_fu']",['kipmoore_beermoney']
901,"['kipmoore_beermoney', 'bigsean_light']","['oscarisaac_green', 'mileycyrus_fu']"
902,"['bigsean_light', 'oscarisaac_green']","['kipmoore_beermoney', 'mileycyrus_fu']"
903,"['bigsean_light', 'kanyewest_gorgeous', 'lukebryan_suntancity']",['kaleo_alltheprettygirls']
904,"['bigsean_light', 'kanyewest_gorgeous', 'kaleo_alltheprettygirls']",['lukebryan_suntancity']
905,"['bigsean_light', 'lukebryan_suntancity', 'kaleo_alltheprettygirls']",['kanyewest_gorgeous']
906,"['kanyewest_gorgeous', 'lukebryan_suntancity', 'kaleo_alltheprettygirls']",['bigsean_light']
907,"['bigsean_light', 'kanyewest_gorgeous']","['lukebryan_suntancity', 'kaleo_alltheprettygirls']"
908,"['bigsean_light', 'lukebryan_suntancity']","['kanyewest_gorgeous', 'kaleo_alltheprettygirls']"
909,"['lukebryan_suntancity', 'kaleo_alltheprettygirls']","['bigsean_light', 'kanyewest_gorgeous']"
910,"['bigsean_light', 'mileycyrus_fu', 'kaleo_alltheprettygirls']",['lilwayne_presidentcarter']
911,"['bigsean_light', 'mileycyrus_fu', 'lilwayne_presidentcarter']",['kaleo_alltheprettygirls']
912,"['bigsean_light', 'kaleo_alltheprettygirls', 'lilwayne_presidentcarter']",['mileycyrus_fu']
913,"['mileycyrus_fu', 'kaleo_alltheprettygirls', 'lilwayne_presidentcarter']",['bigsean_light']
914,"['bigsean_light', 'lilwayne_presidentcarter']","['mileycyrus_fu', 'kaleo_alltheprettygirls']"
915,"['mileycyrus_fu', 'lilwayne_presidentcarter']","['bigsean_light', 'kaleo_alltheprettygirls']"
916,"['bigsean_light', 'lukebryan_shegetmehigh', 'mileycyrus_fu']",['kaleo_alltheprettygirls']
917,"['bigsean_light', 'lukebryan_shegetmehigh', 'kaleo_alltheprettygirls']",['mileycyrus_fu']
918,"['bigsean_light', 'mileycyrus_fu', 'kaleo_alltheprettygirls']",['lukebryan_shegetmehigh']
919,"['lukebryan_shegetmehigh', 'mileycyrus_fu', 'kaleo_alltheprettygirls']",['bigsean_light']
920,"['lukebryan_shegetmehigh', 'kaleo_alltheprettygirls']","['bigsean_light', 'mileycyrus_fu']"
921,"['bigsean_light', 'lukebryan_shegetmehigh', 'kaleo_alltheprettygirls']",['&fabolous']
922,"['bigsean_light', 'lukebryan_shegetmehigh', '&fabolous']",['kaleo_alltheprettygirls']
923,"['bigsean_light', 'kaleo_alltheprettygirls', '&fabolous']",['lukebryan_shegetmehigh']
924,"['lukebryan_shegetmehigh', 'kaleo_alltheprettygirls', '&fabolous']",['bigsean_light']
925,"['bigsean_light', '&fabolous']","['lukebryan_shegetmehigh', 'kaleo_alltheprettygirls']"
926,"['lukebryan_shegetmehigh', 'kaleo_alltheprettygirls']","['bigsean_light', '&fabolous']"
927,"['lukebryan_shegetmehigh', '&fabolous']","['bigsean_light', 'kaleo_alltheprettygirls']"
928,"['kaleo_alltheprettygirls', '&fabolous']","['bigsean_light', 'lukebryan_shegetmehigh']"
929,"['lukebryan_nightone', 'bigsean_light', 'mileycyrus_fu']",['kaleo_alltheprettygirls']
930,"['lukebryan_nightone', 'bigsean_light', 'kaleo_alltheprettygirls']",['mileycyrus_fu']
931,"['lukebryan_nightone', 'mileycyrus_fu', 'kaleo_alltheprettygirls']",['bigsean_light']
932,"['bigsean_light', 'mileycyrus_fu', 'kaleo_alltheprettygirls']",['lukebryan_nightone']
933,"['bigsean_light', 'mileycyrus_fu', 'kaleo_alltheprettygirls']",['&fabolous']
934,"['bigsean_light', 'mileycyrus_fu', '&fabolous']",['kaleo_alltheprettygirls']
935,"['bigsean_light', 'kaleo_alltheprettygirls', '&fabolous']",['mileycyrus_fu']
936,"['mileycyrus_fu', 'kaleo_alltheprettygirls', '&fabolous']",['bigsean_light']
937,"['bigsean_light', '&fabolous']","['mileycyrus_fu', 'kaleo_alltheprettygirls']"
938,"['mileycyrus_fu', '&fabolous']","['bigsean_light', 'kaleo_alltheprettygirls']"
939,"['kaleo_alltheprettygirls', '&fabolous']","['bigsean_light', 'mileycyrus_fu']"
940,"['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_suntancity']",['bigsean_light']
941,"['lukebryan_nightone', 'kanyewest_gorgeous', 'bigsean_light']",['lukebryan_suntancity']
942,"['lukebryan_nightone', 'bigsean_light', 'lukebryan_suntancity']",['kanyewest_gorgeous']
943,"['bigsean_light', 'kanyewest_gorgeous', 'lukebryan_suntancity']",['lukebryan_nightone']
944,"['bigsean_light', 'kanyewest_gorgeous']","['lukebryan_nightone', 'lukebryan_suntancity']"
945,"['bigsean_light', 'lukebryan_suntancity']","['lukebryan_nightone', 'kanyewest_gorgeous']"
946,"['lukebryan_nightone', 'kanyewest_gorgeous', 'bigsean_light']",['mileycyrus_fu']
947,"['lukebryan_nightone', 'kanyewest_gorgeous', 'mileycyrus_fu']",['bigsean_light']
948,"['lukebryan_nightone', 'bigsean_light', 'mileycyrus_fu']",['kanyewest_gorgeous']
949,"['bigsean_light', 'kanyewest_gorgeous', 'mileycyrus_fu']",['lukebryan_nightone']
950,"['bigsean_light', 'kanyewest_gorgeous']","['lukebryan_nightone', 'mileycyrus_fu']"
951,"['bigsean_light', 'kanyewest_gorgeous', 'lukebryan_suntancity']",['mileycyrus_fu']
952,"['bigsean_light', 'kanyewest_gorgeous', 'mileycyrus_fu']",['lukebryan_suntancity']
953,"['bigsean_light', 'lukebryan_suntancity', 'mileycyrus_fu']",['kanyewest_gorgeous']
954,"['kanyewest_gorgeous', 'lukebryan_suntancity', 'mileycyrus_fu']",['bigsean_light']
955,"['bigsean_light', 'kanyewest_gorgeous']","['lukebryan_suntancity', 'mileycyrus_fu']"
956,"['bigsean_light', 'lukebryan_suntancity']","['kanyewest_gorgeous', 'mileycyrus_fu']"
957,"['lukebryan_suntancity', 'mileycyrus_fu']","['bigsean_light', 'kanyewest_gorgeous']"
958,"['bigsean_light', 'kanyewest_gorgeous', 'travisatreo_youareinlove']",['lukebryan_suntancity']
959,"['bigsean_light', 'travisatreo_youareinlove', 'lukebryan_suntancity']",['kanyewest_gorgeous']
960,"['bigsean_light', 'kanyewest_gorgeous', 'lukebryan_suntancity']",['travisatreo_youareinlove']
961,"['bigsean_light', 'travisatreo_youareinlove']","['kanyewest_gorgeous', 'lukebryan_suntancity']"
962,"['bigsean_light', 'kanyewest_gorgeous']","['travisatreo_youareinlove', 'lukebryan_suntancity']"
963,"['bigsean_light', 'lukebryan_suntancity']","['kanyewest_gorgeous', 'travisatreo_youareinlove']"
964,"['lukebryan_nightone', 'bigsean_light', 'lukebryan_shegetmehigh']",['mileycyrus_fu']
965,"['lukebryan_nightone', 'bigsean_light', 'mileycyrus_fu']",['lukebryan_shegetmehigh']
966,"['lukebryan_nightone', 'lukebryan_shegetmehigh', 'mileycyrus_fu']",['bigsean_light']
967,"['bigsean_light', 'lukebryan_shegetmehigh', 'mileycyrus_fu']",['lukebryan_nightone']
968,"['bigsean_light', 'lukebryan_shegetmehigh', 'mileycyrus_fu']",['&fabolous']
969,"['bigsean_light', 'lukebryan_shegetmehigh', '&fabolous']",['mileycyrus_fu']
970,"['bigsean_light', 'mileycyrus_fu', '&fabolous']",['lukebryan_shegetmehigh']
971,"['lukebryan_shegetmehigh', 'mileycyrus_fu', '&fabolous']",['bigsean_light']
972,"['bigsean_light', '&fabolous']","['lukebryan_shegetmehigh', 'mileycyrus_fu']"
973,"['lukebryan_shegetmehigh', '&fabolous']","['bigsean_light', 'mileycyrus_fu']"
974,"['mileycyrus_fu', '&fabolous']","['bigsean_light', 'lukebryan_shegetmehigh']"
975,"['lukebryan_nightone', 'bigsean_light', 'lukebryan_suntancity']",['mileycyrus_fu']
976,"['lukebryan_nightone', 'bigsean_light', 'mileycyrus_fu']",['lukebryan_suntancity']
977,"['lukebryan_nightone', 'lukebryan_suntancity', 'mileycyrus_fu']",['bigsean_light']
978,"['bigsean_light', 'lukebryan_suntancity', 'mileycyrus_fu']",['lukebryan_nightone']
979,"['bigsean_light', 'lukebryan_suntancity']","['lukebryan_nightone', 'mileycyrus_fu']"
980,"['lukebryan_suntancity', 'mileycyrus_fu']","['lukebryan_nightone', 'bigsean_light']"
981,"['lukebryan_nightone', 'bigsean_light', 'travisatreo_youareinlove']",['mileycyrus_fu']
982,"['lukebryan_nightone', 'bigsean_light', 'mileycyrus_fu']",['travisatreo_youareinlove']
983,"['lukebryan_nightone', 'travisatreo_youareinlove', 'mileycyrus_fu']",['bigsean_light']
984,"['bigsean_light', 'travisatreo_youareinlove', 'mileycyrus_fu']",['lukebryan_nightone']
985,"['lukebryan_nightone', 'travisatreo_youareinlove']","['bigsean_light', 'mileycyrus_fu']"
986,"['bigsean_light', 'travisatreo_youareinlove']","['lukebryan_nightone', 'mileycyrus_fu']"
987,"['travisatreo_youareinlove', 'mileycyrus_fu']","['lukebryan_nightone', 'bigsean_light']"
988,"['meekmill_jumpouttheface(feat.future)', 'raesremmurd_comegether', 'lukebryan_shegetmehigh']",['joségonzález_downtheline']
989,"['meekmill_jumpouttheface(feat.future)', 'raesremmurd_comegether', 'joségonzález_downtheline']",['lukebryan_shegetmehigh']
990,"['meekmill_jumpouttheface(feat.future)', 'lukebryan_shegetmehigh', 'joségonzález_downtheline']",['raesremmurd_comegether']
991,"['joségonzález_downtheline', 'raesremmurd_comegether', 'lukebryan_shegetmehigh']",['meekmill_jumpouttheface(feat.future)']
992,"['meekmill_jumpouttheface(feat.future)', 'raesremmurd_comegether']","['joségonzález_downtheline', 'lukebryan_shegetmehigh']"
993,"['meekmill_jumpouttheface(feat.future)', 'lukebryan_shegetmehigh']","['joségonzález_downtheline', 'raesremmurd_comegether']"
994,"['meekmill_jumpouttheface(feat.future)', 'joségonzález_downtheline']","['raesremmurd_comegether', 'lukebryan_shegetmehigh']"
995,"['raesremmurd_comegether', 'lukebryan_shegetmehigh']","['meekmill_jumpouttheface(feat.future)', 'joségonzález_downtheline']"
996,"['joségonzález_downtheline', 'raesremmurd_comegether']","['meekmill_jumpouttheface(feat.future)', 'lukebryan_shegetmehigh']"
997,['meekmill_jumpouttheface(feat.future)'],"['joségonzález_downtheline', 'raesremmurd_comegether', 'lukebryan_shegetmehigh']"
998,"['kipmoore_beermoney', 'oscarisaac_green', ""bigsean_idon'tfuckwithyou""]",['mileycyrus_fu']
999,"['kipmoore_beermoney', 'oscarisaac_green', 'mileycyrus_fu']","[""bigsean_idon'tfuckwithyou""]"
1000,"['kipmoore_beermoney', ""bigsean_idon'tfuckwithyou"", 'mileycyrus_fu']",['oscarisaac_green']
1001,"['oscarisaac_green', ""bigsean_idon'tfuckwithyou"", 'mileycyrus_fu']",['kipmoore_beermoney']
1002,"['kipmoore_beermoney', ""bigsean_idon'tfuckwithyou""]","['oscarisaac_green', 'mileycyrus_fu']"
1003,"['oscarisaac_green', ""bigsean_idon'tfuckwithyou""]","['kipmoore_beermoney', 'mileycyrus_fu']"
1004,"[""bigsean_idon'tfuckwithyou"", 'mileycyrus_fu']","['kipmoore_beermoney', 'oscarisaac_green']"
1005,"['ironchic_cutesymonsterman', 'jonasblue_perfectstrangers', 'whitney_nomatterwherewego']",['ironchic_(castle)numbskull']
1006,"['ironchic_cutesymonsterman', 'jonasblue_perfectstrangers', 'ironchic_(castle)numbskull']",['whitney_nomatterwherewego']
1007,"['ironchic_cutesymonsterman', 'whitney_nomatterwherewego', 'ironchic_(castle)numbskull']",['jonasblue_perfectstrangers']
1008,"['jonasblue_perfectstrangers', 'whitney_nomatterwherewego', 'ironchic_(castle)numbskull']",['ironchic_cutesymonsterman']
1009,"['ironchic_cutesymonsterman', 'whitney_nomatterwherewego']","['jonasblue_perfectstrangers', 'ironchic_(castle)numbskull']"
1010,"['jonasblue_perfectstrangers', 'whitney_nomatterwherewego']","['ironchic_cutesymonsterman', 'ironchic_(castle)numbskull']"
1011,"['jonasblue_perfectstrangers', 'ironchic_(castle)numbskull']","['ironchic_cutesymonsterman', 'whitney_nomatterwherewego']"
1012,"['whitney_nomatterwherewego', 'ironchic_(castle)numbskull']","['ironchic_cutesymonsterman', 'jonasblue_perfectstrangers']"
1013,"['oscarisaac_green', 'joségonzález_downtheline', 'kaleo_alltheprettygirls']",['leonbridges_cominghome']
1014,"['oscarisaac_green', 'joségonzález_downtheline', 'leonbridges_cominghome']",['kaleo_alltheprettygirls']
1015,"['oscarisaac_green', 'kaleo_alltheprettygirls', 'leonbridges_cominghome']",['joségonzález_downtheline']
1016,"['joségonzález_downtheline', 'kaleo_alltheprettygirls', 'leonbridges_cominghome']",['oscarisaac_green']
1017,"['oscarisaac_green', 'joségonzález_downtheline']","['kaleo_alltheprettygirls', 'leonbridges_cominghome']"
1018,"['oscarisaac_green', 'kaleo_alltheprettygirls']","['joségonzález_downtheline', 'leonbridges_cominghome']"
1019,"['joségonzález_downtheline', 'kaleo_alltheprettygirls']","['oscarisaac_green', 'leonbridges_cominghome']"
1020,"['oscarisaac_green', 'kanyewest_gorgeous', 'joségonzález_downtheline']",['leonbridges_cominghome']
1021,"['oscarisaac_green', 'kanyewest_gorgeous', 'leonbridges_cominghome']",['joségonzález_downtheline']
1022,"['oscarisaac_green', 'joségonzález_downtheline', 'leonbridges_cominghome']",['kanyewest_gorgeous']
1023,"['kanyewest_gorgeous', 'joségonzález_downtheline', 'leonbridges_cominghome']",['oscarisaac_green']
1024,"['oscarisaac_green', 'joségonzález_downtheline']","['kanyewest_gorgeous', 'leonbridges_cominghome']"
1025,"['kanyewest_gorgeous', 'joségonzález_downtheline']","['oscarisaac_green', 'leonbridges_cominghome']"
1026,"['kanyewest_gorgeous', 'leonbridges_cominghome']","['oscarisaac_green', 'joségonzález_downtheline']"
1027,"['oscarisaac_green', 'joségonzález_downtheline', 'mileycyrus_fu']",['leonbridges_cominghome']
1028,"['oscarisaac_green', 'joségonzález_downtheline', 'leonbridges_cominghome']",['mileycyrus_fu']
1029,"['oscarisaac_green', 'mileycyrus_fu', 'leonbridges_cominghome']",['joségonzález_downtheline']
1030,"['joségonzález_downtheline', 'mileycyrus_fu', 'leonbridges_cominghome']",['oscarisaac_green']
1031,"['oscarisaac_green', 'joségonzález_downtheline']","['mileycyrus_fu', 'leonbridges_cominghome']"
1032,"['mileycyrus_fu', 'leonbridges_cominghome']","['oscarisaac_green', 'joségonzález_downtheline']"
1033,"['joségonzález_downtheline', 'kaleo_alltheprettygirls', 'lilwayne_presidentcarter']",['leonbridges_cominghome']
1034,"['leonbridges_cominghome', 'joségonzález_downtheline', 'lilwayne_presidentcarter']",['kaleo_alltheprettygirls']
1035,"['leonbridges_cominghome', 'kaleo_alltheprettygirls', 'lilwayne_presidentcarter']",['joségonzález_downtheline']
1036,"['joségonzález_downtheline', 'kaleo_alltheprettygirls', 'leonbridges_cominghome']",['lilwayne_presidentcarter']
1037,"['joségonzález_downtheline', 'lilwayne_presidentcarter']","['kaleo_alltheprettygirls', 'leonbridges_cominghome']"
1038,"['leonbridges_cominghome', 'lilwayne_presidentcarter']","['joségonzález_downtheline', 'kaleo_alltheprettygirls']"
1039,"['joségonzález_downtheline', 'kaleo_alltheprettygirls']","['leonbridges_cominghome', 'lilwayne_presidentcarter']"
1040,"['joségonzález_downtheline', 'mileycyrus_fu', 'kaleo_alltheprettygirls']",['leonbridges_cominghome']
1041,"['joségonzález_downtheline', 'mileycyrus_fu', 'leonbridges_cominghome']",['kaleo_alltheprettygirls']
1042,"['joségonzález_downtheline', 'kaleo_alltheprettygirls', 'leonbridges_cominghome']",['mileycyrus_fu']
1043,"['mileycyrus_fu', 'kaleo_alltheprettygirls', 'leonbridges_cominghome']",['joségonzález_downtheline']
1044,"['joségonzález_downtheline', 'kaleo_alltheprettygirls']","['mileycyrus_fu', 'leonbridges_cominghome']"
1045,"['mileycyrus_fu', 'leonbridges_cominghome']","['joségonzález_downtheline', 'kaleo_alltheprettygirls']"
1046,"['joségonzález_downtheline', 'mileycyrus_fu', 'kaleo_alltheprettygirls']",['lilwayne_presidentcarter']
1047,"['joségonzález_downtheline', 'mileycyrus_fu', 'lilwayne_presidentcarter']",['kaleo_alltheprettygirls']
1048,"['joségonzález_downtheline', 'kaleo_alltheprettygirls', 'lilwayne_presidentcarter']",['mileycyrus_fu']
1049,"['mileycyrus_fu', 'kaleo_alltheprettygirls', 'lilwayne_presidentcarter']",['joségonzález_downtheline']
1050,"['joségonzález_downtheline', 'kaleo_alltheprettygirls']","['mileycyrus_fu', 'lilwayne_presidentcarter']"
1051,"['joségonzález_downtheline', 'lilwayne_presidentcarter']","['mileycyrus_fu', 'kaleo_alltheprettygirls']"
1052,"['mileycyrus_fu', 'lilwayne_presidentcarter']","['joségonzález_downtheline', 'kaleo_alltheprettygirls']"
1053,"['joségonzález_downtheline', 'lukebryan_shegetmehigh', 'mileycyrus_fu']",['kaleo_alltheprettygirls']
1054,"['joségonzález_downtheline', 'lukebryan_shegetmehigh', 'kaleo_alltheprettygirls']",['mileycyrus_fu']
1055,"['joségonzález_downtheline', 'mileycyrus_fu', 'kaleo_alltheprettygirls']",['lukebryan_shegetmehigh']
1056,"['lukebryan_shegetmehigh', 'mileycyrus_fu', 'kaleo_alltheprettygirls']",['joségonzález_downtheline']
1057,"['joségonzález_downtheline', 'kaleo_alltheprettygirls']","['lukebryan_shegetmehigh', 'mileycyrus_fu']"
1058,"['lukebryan_shegetmehigh', 'kaleo_alltheprettygirls']","['joségonzález_downtheline', 'mileycyrus_fu']"
1059,"['lukebryan_nightone', 'joségonzález_downtheline', 'mileycyrus_fu']",['kaleo_alltheprettygirls']
1060,"['lukebryan_nightone', 'joségonzález_downtheline', 'kaleo_alltheprettygirls']",['mileycyrus_fu']
1061,"['lukebryan_nightone', 'mileycyrus_fu', 'kaleo_alltheprettygirls']",['joségonzález_downtheline']
